global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
1729.4475367637049	-1.141988835570146	1.304138500566858	2990988.782418046	1980.4084841127749	-1.2330353913482668	3922017.763945859	1.5203762763173734	1780.066611508115	-2.2119480991184446	4.8927143931937005	3168637.141405983	1828.5055676670704	1222.006721120024	0.926624	15.401129	0.183877776723238	0.106560020147032	-0.1055987565	0.0597132457	-0.0947816473	0.0548633709	-0.0039913778	0.0950760878	-0.0310242148	0.0605105376	-0.0483068617	0.0118183165	-0.0058226295	0.0364581001	0.0285339506	0.0155246233	0.070491364	-0.0719059471	0.0241033065	-0.0828192715	0.0279222351	0.0389456074	-0.043465729	-0.0057407313	-0.0061944847	0.0007381088	-0.0547259198	0.0695699394	-0.0342039148	-0.0072390134	0.0031791205	-0.1222088122	0.0121018878	0.0614830119	-0.0005392945	-0.0552856887	-0.040090636	-0.0569064609	0.0448123244	0.0531892268	-0.0374816678	0.0133925925	-0.0500891992	0.0163854445	0.1254490671	0.0944528983	-0.0277712059	0.1498535046	-0.1423645438	-0.0536002523	0.1190514356	-0.0216191774	0.006297848	-0.0036207559	-0.063164179	0.0563618511	0.0451363143	-0.0476818257	-0.0535054592	-0.0118703749	0.0142106112	0.090084361	-0.0033794295	-0.0948006283	-0.1289225186	-0.0358561575948925	0.0001000721274948	1.0014430701354768e-08	0.0012856640374697	0.0121198876800718	0.0338359027742426	0.0001468916773775	0.0011448683165479	-0.0924507212894667	-0.1009080870017555	0.0101824420223538	0.0085471358669426	-0.0011339549173141	-0.000643974937292	1.2858537545008275e-06	4.147037198602354e-07	-0.0001688032808306	1.7249389472200012e-05	2.9754143716364456e-10	2.849454761917441e-08	0.0005344043999795	0.0003194499696307	2.855880627174494e-07	1.0204828309705515e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1731.2978717448066	1.850334981101696	3.423739542288614	2997392.3207080965	1987.6059927481192	7.19750863534432	3950577.582408236	51.80413055585606	1780.7600704546462	0.6934589465311092	0.4808853105240357	3171106.4285256364	1830.2835296487583	1255.365117396408	0.990032	16.455019	0.2004898265824475	0.1158529043466956	-0.0691984651	-0.1361257591	-0.0961859756	-0.0175576762	-0.1051897621	-0.0826489989	-0.0478425531	-0.0162236108	0.1106914459	0.006978506	-0.0663415087	-0.0092406186	-0.1232365677	0.0170989454	0.064319974	-0.0747663646	-0.0296194065	-0.0251930432	-0.0577096552	-0.0079438409	-0.0398136773	-0.0520295773	0.0079134087	0.1246257903	-0.0437888465	0.0367970287	0.0300698551	-0.0442216168	-0.0466765081	0.0194388273	0.0040780137	0.0546419993	-0.0109275877	0.1217386394	0.0282086692	0.0195473576	0.0509612929	0.0412516366	-0.058329168	0.0433859812	-0.1345484384	0.0053418693	0.0808694779	-0.0029329291	-0.0029989919	-0.1157355175	-0.0905627899	-0.0189640425	0.1136868026	-0.0352993882	-0.0086294473	0.0015570631	-0.0748122578	0.0097470195	-0.0719306126	-0.0109991486	-0.0559360884	0.0273017895	-0.024517598	0.0876327994	-0.0101290257	-0.1013839798	-0.1275100165	-0.0359555250285978	-9.936743370529688e-05	9.87388688117657e-09	0.0012927997800821	0.0624029410798243	0.0502830533997525	0.003894127055412	0.0025283854592023	0.014071500964448	0.1065222222539147	0.0113469838339123	0.0001980071393924	-0.0006119785467359	0.0005219763705782	3.745177416649842e-07	2.724593314419904e-07	-0.0001990652873007	-3.026200647010001e-05	9.157890355963747e-10	3.962698860811024e-08	0.0002149391071263	-0.0003194652928532	4.6198819772251076e-08	1.0205807333778083e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1726.5196181647666	-4.778253580039973	22.831707275164817	2980869.9919078117	1987.3344319661453	-0.2715607819739034	3949498.1444782014	0.0737452583062779	1779.7074749952003	-1.0525954594459108	1.107957201246148	3167358.6965537914	1830.2142882011303	1230.9620524967177	0.929604	15.450663	0.1171451307852192	0.0562547825477234	0.0005960466	-0.0617480049	0.0418333692	-0.1298622786	-0.0509694483	-0.0142344094	-0.039148111	-0.0314065204	-0.0361781405	-0.0248982569	0.0421134516	0.0149912912	-0.1090015351	-0.1293397451	0.1010988121	0.0644987308	0.0128244514	0.0265154811	-0.0607852861	0.066350188	0.0197028086	0.0548694044	0.0243099931	0.0355212815	0.0450666562	-0.0055561007	0.1301891614	-0.1011033027	0.0575943213	0.009620454	0.0205640016	0.0138435955	0.0395828094	-0.0055801943	0.045692399	0.0306794621	0.0349120807	0.0095101582	-0.0357783734	-0.0797778861	-0.0848518345	0.0851722125	0.0450016449	0.0025078172	-0.0527097992	-0.0871177105	-0.0023131816	0.0625124451	0.0782422291	-0.0674294524	0.0498548714	-0.0828466773	0.0111517344	-0.0751541519	0.0247209632	0.0607381149	0.0159439213	0.0045425007	0.0075991285	0.0851211787	-0.016850859	-0.1073422654	-0.124700488	-0.035910954520375	4.45705082227979e-05	1.986530203238495e-09	0.0012895966545644	0.0491364149750666	-0.0132665261047577	0.0024143872766019	0.0001760007148882	0.0418579766751889	0.0277864757107409	0.0007720882324235	0.0017520902113406	6.398577157527748e-05	0.0006759643183111	4.094178964083588e-09	4.56927759629895e-07	-5.801564755492095e-05	0.0001410496397457	1.9895000872414052e-08	3.3658153612168053e-09	-0.0004889981040467	-0.000703937211173	2.391191457612672e-07	4.955275972740209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1728.6476948236088	2.1280766588422466	4.528710265909179	2988222.8528189766	1984.5392749927664	-2.79515697337888	3938396.133988815	7.812902505828582	1781.6618352359994	1.954360240799133	3.819523950816445	3174318.8951365096	1831.0568224409933	1211.7544538800807	0.884653	14.703554	0.1495489005860485	0.0758524472489674	-0.0119983298	-0.0095120466	0.1002446465	0.0245788483	-0.0507882002	0.0008281645	-0.0397434067	0.0245081291	-0.1791083479	-0.0340856646	-0.0591262268	-0.0223454047	-0.1677306991	0.0792632557	-0.0571574326	-0.0455898025	0.1630647745	0.0973094591	-0.0211204204	0.010282858	-0.001691032	0.0629861426	0.0339692032	0.0712572578	0.0056927569	-0.0227891715	0.0692394238	0.1744494291	-0.014693321	0.0408106053	-0.1398809004	-0.0462189	0.0453953752	-0.026628309	0.0189430324	0.0524848369	0.084728914	0.0651086695	0.0239700457	0.0021212784	-0.0480547598	0.0245176483	0.1328522851	-0.0373343348	-0.0421107071	0.0919135544	-0.0124850693	0.0536647074	0.0748926742	-0.0604609914	0.0680556335	-0.0402736167	-0.0688998864	-0.0630839792	-0.0041967098	0.0235975169	0.013235894	0.074047794	-0.0136840656	0.0825512202	-0.0235265052	-0.1126387502	-0.1205247148	-0.0530571482831732	-0.0171461937627981	0.0002939919605514	0.0028150609839426	-0.0080285006931859	-0.0571649156682525	6.445682338048648e-05	0.0032678275833584	0.0601944181694307	0.0183364414942417	0.0003362250866717	0.0036233679787562	-0.0007100037245262	-0.0007739894961014	5.041052888410761e-07	5.99059740075419e-07	-5.795560293497815e-05	6.004461994280065e-08	3.605356384075372e-15	3.358851911556848e-09	-0.000125020651553	0.0003639774524937	1.5630163314736642e-08	1.3247958592380366e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1731.757331046439	3.109636222830204	9.6698374383377	2998983.453633086	1986.8157769097224	2.276501916956022	3947436.931377384	5.182460977904443	1784.1140256712251	2.4521904352257025	6.01323793061242	3183062.856596785	1834.724346322073	1227.071010294902	0.8753389999999999	14.548749	0.1761670600511281	0.084351822805327	-0.0564712095	0.0071794586	-0.0001358082	0.1181685193	0.0036238796	0.0670444233	-0.1272564238	0.0318853801	-0.1144065819	-0.0853195163	-0.0192312927	-0.0485215071	0.0660454583	0.1301894568	0.0286306009	0.0228277888	0.0378122002	-0.0320591706	-0.0896041774	-0.0591974947	-0.085911504	-0.0893679295	0.0868265083	-0.032130955	-0.0121300322	0.0093788707	-0.1365693954	0.0382203071	-0.010330217	-0.0930994333	0.0053542175	0.0017529283	0.0183507402	-0.0329371077	0.1435283216	0.0360611475	0.0510815946	0.0565325273	0.0386146498	-0.0257389091	-0.0052721853	-0.0164622952	0.1756791878	0.0375821558	-0.00757387	0.0279107998	-0.0538481579	-0.1475154123	-0.0240855273	-0.0770591207	0.0379676577	-0.1022656173	0.1064224703	-0.0321152738	0.041433555	0.0034127241	0.0082235048	0.1049915133	-0.0276592001	0.0799246852	-0.0301376669	-0.1172407796	-0.1150284477	-0.0358378241731713	0.0172193241100018	0.0002965051228052	0.0012843496414671	-0.0242062741104263	-0.0161777734172404	0.000585943706309	0.0002617203527395	0.0419538911690438	-0.0182405270003869	0.0003327168252518	0.0017601289842239	0.0004202346808909	0.0011302384054171	1.7659718702347654e-07	1.277438853079789e-06	0.0005128078112541	0.000570763414189	3.257708749767733e-07	2.629718512832207e-07	-0.0009146075424168	-0.0007895868908637	8.365069566456985e-07	6.234474582239623e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1728.3160012367584	-3.44132980968061	11.842750858996384	2987076.200131018	1985.995531322338	-0.8202455873845338	3944178.2504322953	0.6728028236237988	1781.2328012390713	-2.8812244321538856	8.30145422844048	3172790.292209989	1831.9848064727064	1248.2396765451062	0.926232	15.394629	0.2698763425015776	0.1276640799056478	-0.085282593	-0.0392997481	-0.1283073346	0.059397376	-0.0252057209	0.0120485599	-0.1719848362	-0.022360867	0.1921849095	-0.0048985403	-0.1029764361	0.0439078222	0.0444759009	0.1517686034	-0.0492319442	0.0253421547	0.0278218874	-0.0590170745	0.028188815	0.0684780026	-0.0207072301	0.0938820507	0.0198663848	-0.0353881558	-0.1136554393	0.0790919679	-0.1285203293	-0.0657831634	0.0112009543	0.0764749398	-0.0746822246	-0.0125679239	-0.0156344986	0.0310538294	-0.007593463	-0.031989002	-0.0112129595	0.004868308	0.0073523085	0.0620792735	-0.0555300842	-0.0768436466	0.0803247162	0.0826214707	0.072475341	-0.0815940131	-0.072280085	-0.1050502399	0.0227883295	-0.0328570915	-0.0293023106	-0.1188940937	-0.0668410715	-0.0760547832	-0.0837217843	-0.0263335784	0.0227435939	0.052951567	-0.0261962984	0.0772433738	-0.0366662233	-0.1211199807	-0.1082719048	0.0107991328062837	0.046636956979455	0.0021750057563035	0.0001166212693677	0.028683904803799	0.0528901789142253	0.0008227663947934	0.0027973710255787	-0.0552639820920717	-0.0972178732611155	0.0094513148814143	0.0030541077166728	-9.897168408343736e-05	-0.0005192063649743	9.795394250311726e-09	2.695752494298648e-07	0.0002870092514037	-0.0002257985598504	5.0984989630514686e-08	8.237431039131227e-08	-0.0001969858003059	0.0007176217421109	3.880340552215592e-08	5.14980964750283e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1730.233054670514	1.9170534337556544	3.675093867874346	2993706.423474458	1976.0249572753903	-9.970574046947604	3904674.631775208	99.41234682566513	1784.5432109291928	3.31040969012156	10.958812316450722	3184594.4716734737	1832.6352967454795	1254.629313632654	1.124132	18.683865	0.3608481587204821	0.205789146515681	0.0200836433	-0.1555386557	0.0421188808	-0.020463989	-0.0414310912	-0.0995790268	-0.0298527075	-0.124781724	0.0205062224	-0.0741236383	-0.0993344684	-0.1820421522	-0.1045535301	0.0050957476	-0.1703236914	0.1721022214	0.0886032261	0.01521771	-0.0520942439	0.0700548093	-0.0261247062	-0.2729162816	0.0804178231	0.0977568286	-0.0146392298	-0.1314652303	-0.1070079756	-0.0466532911	0.0106522779	0.0652858506	-0.2655953735	-0.071557627	-0.1115989723	0.048984665	0.2254986708	0.0871723887	0.0213556659	0.0494425758	0.0684138606	0.0326164337	0.1262216855	0.0022900832	0.1923574838	0.0758285998	0.0185622779	-0.1304919075	-0.0105437291	0.018373113	0.0521478111	0.0930266156	-0.010366984	0.0031419343	0.1163329618	-0.0323726594	0.0545296779	0.0785932343	-0.018430338	0.090102399	0.1250779433	0.0745091236	-0.0430942802	-0.1242524367	-0.1003291122	-0.0200184902643201	-0.0308176230706038	0.0009497258917218	0.0004007399524626	-0.1221879326884476	-0.1508718374922466	0.0149298908946766	0.0227623113482868	0.0806955458816531	0.1359595279737248	0.018484993246838	0.0065117711251379	0.0001749877954137	0.0002739594794971	3.062072854374693e-08	7.505379640634242e-08	-0.0002180097975517	-0.0005050190489554	2.550442398078168e-07	4.7528271828533216e-08	-0.0001119809250803	8.50048752256e-05	1.2539727581839762e-08	7.225828812119825e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1737.3235547117051	7.090500041191035	50.27519083413007	3018293.133756115	1979.2597441496675	3.234786874277233	3917469.134811408	10.463846121996276	1786.0797421431946	1.5365312140017977	2.3609281716018384	3190080.8452943005	1837.3781333171144	1257.227980912499	2.141219	35.588551	0.9811289085679464	0.7246110464782948	-0.2613833039	0.2331422035	0.0152189765	-0.1155914462	-0.0602804275	0.3712343748	0.149955278	0.0916022974	0.0430390662	-0.0936982285	-0.1443254423	-0.0316532605	0.4058325012	-0.150332948	-0.2258303993	0.0469997024	0.0101711971	0.1043534097	0.0174559486	0.0329236643	0.0903275226	0.2163446067	0.041011557	-0.4021464147	-0.1606140799	-0.2999035363	-0.1066987918	0.0701723776	-0.0641722687	0.1090487608	0.0889040917	-0.0852053004	-0.0050949257	-0.0218347962	-0.213362566	-0.37276981	-0.2085339522	0.0487925925	0.2511290386	0.3127956936	0.1232345973	0.1320192479	-0.2047846283	0.0991608766	-0.0830745371	0.098483854	0.3031927264	-0.2389874083	-0.076542692	-0.031260156	0.1727898273	0.0718690721	-0.064205789	0.1427845308	-0.0850224062	-0.0520848238	-0.0823358957	-0.1362041228	0.1817760567	0.0717238087	-0.0494042187	-0.1266188352	-0.0912870929	0.0943086150286802	0.1143271052930003	0.0130706870046767	0.0088941148686278	-0.147785091346833	-0.0255971586583853	0.0218404332243917	0.0006552145313825	-0.6421866667977127	-0.7228822126793658	0.5225586934082158	0.4124037150127565	-0.0010283132504346	-0.0012033010458483	1.0574281410193724e-06	1.4479334069396124e-06	-0.0004639144730134	-0.0002459046754617	6.0469109413924e-08	2.1521663827130065e-07	0.0008052619923536	0.0009172429174339	6.484468763292895e-07	8.413345695826525e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1727.8787667126307	-9.44478799907438	89.2040203474594	2985565.0324563617	1970.3012008101853	-8.958543339482276	3882086.821914058	80.25549876538224	1778.959390968366	-7.120351174828556	50.699400852882405	3164696.51471454	1826.037941337192	1263.1651497050927	1.526873	25.377686	1.0015603937377329	0.5575778292476687	-0.2560839361	0.2077697583	-0.1153240521	-0.059362539	-0.0136774436	0.1294792798	0.0504237621	-0.0037429281	0.1704141607	-0.0489121438	-0.0511501942	0.1461873215	0.0890669666	0.0354876521	-0.0297677401	-0.0193012763	-0.2746059654	0.1886653626	-0.0211829116	0.0027913909	0.0626084561	0.0500289721	0.048292042	-0.0582775017	-0.1395461184	0.1434336479	0.0108932356	-0.0380264709	-0.0108210778	0.2890988493	0.2442844135	0.1162076598	-0.0425300645	-0.0653297048	0.1083985308	-0.2512132753	-0.1486870505	0.0808689233	0.1787565108	0.3000551074	-0.4488829831	-0.0322405019	-0.236791696	0.0736562112	0.0178331726	0.1074220826	-0.0728198202	0.1032604521	0.0965348958	0.0716420486	-0.1253412788	0.1625316073	-0.0497386625	-0.2799109706	0.0650140452	0.0578155798	-0.0639455003	0.0398999727	-0.1638397075	0.0688893378	-0.0555787436	-0.1282045865	-0.0812449131	0.0042479916211277	-0.0900606234075525	0.0081109158885569	1.8045432813171144e-05	0.1927841844041466	0.3405692757509796	0.037165741756372	0.1159874315855468	-0.3992855579831769	0.2429011088145358	0.0590009486633309	0.1594289568139369	-0.0063775753325375	-0.0053492620821029	4.06734671221908e-05	2.861460482302385e-05	-0.0002877700365773	0.000176144436436	3.102686248739126e-08	8.28115939517006e-08	-0.0002299192044007	-0.0010351811967543	5.286284055225088e-08	1.0716001101136646e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1732.431226542436	4.55245982980523	20.72489050199026	3001317.954699329	1995.39320791739	25.09200710720484	3981594.054202853	629.608820668018	1788.505727728283	9.54633675991704	91.13254553374335	3198752.7381168758	1837.1188950516248	1260.8655925830546	2.553835	42.446526	1.3595473721270146	0.8589856552907454	0.0581606145	-0.3043898365	0.1054946551	0.0529591057	-0.1510246903	-0.2277594999	-0.1995093367	-0.0151262708	-0.2584473275	-0.2849764542	0.1752114869	-0.1875754111	-0.1247033844	0.2117716367	0.1277436177	0.1717251339	-0.2388696271	0.124332803	0.0270485228	-0.1148601719	-0.1065892462	-0.1578360373	0.306424664	0.1744512447	0.2443529644	0.0309715656	-0.0722727956	0.0213115956	0.0767503488	0.2500950176	0.1809295024	-0.097468948	0.0790744279	0.0273338914	0.0119759452	0.3115929657	0.1495777506	0.1591173368	0.1996160331	0.0421989071	-0.1759844325	-0.0211603866	-0.1660548697	-0.3067360658	-0.0892238573	-0.2007471661	-0.0032144584	0.0199593124	-0.111327934	-0.0113684198	0.3082994105	0.0770460922	0.1157086778	0.3031651188	-0.0780151277	-0.0201473143	-0.0803569682	-0.2392101104	0.2491936495	0.0660076536	-0.0616009311	-0.1289999139	-0.0703125971	-0.0708356817871447	-0.0750836734082723	0.0056375580124801	0.0050176938142496	-0.0028014497155339	-0.1955856341196805	7.848120508664969e-06	0.0382537402739975	0.4476392949352998	0.8469248529184767	0.7172817064909834	0.2003809383701723	-0.0025547018573462	0.0038228734751913	6.5265015799281245e-06	1.4614361607321209e-05	-0.0003269598700508	-3.918983347349998e-05	1.5358430476806595e-09	1.0690275662363603e-07	-0.0012069201293476	-0.0009770009249469	1.4566561986244273e-06	9.54530807347098e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1717.3224273988822	-15.108799143553824	228.2758115602528	2949196.3196471888	1953.138678656684	-42.25452926070602	3814750.698064778	1785.4452430438614	1776.3402669578509	-12.16546077043222	147.9984357569253	3155384.744015889	1829.9025123846925	1220.763731780482	1.929053	32.062202	0.6117852804234132	0.3822392579452071	0.1645213107	-0.1146688767	0.1042906109	0.1935203193	0.2816929764	-0.0026069296	-0.0992531272	-0.1905539269	-0.140346563	-0.0498756741	0.3998054206	-0.1601987461	0.1449066345	0.0594323277	-0.1004320293	0.2881947565	0.1911710901	-0.2683065567	0.0266238108	0.0057550982	0.0020084515	0.1653307145	0.0511879689	-0.1917232266	0.3824224314	-0.0256363632	-0.2945965302	-0.1562142484	0.1334129542	-0.1823121511	-0.1153714832	-0.2628359382	0.2188646862	-0.0323818517	-0.1010558055	0.2457807094	-0.0362991611	-0.1590723227	0.4162790365	0.0385814065	0.2463677562	-0.1695224136	-0.1764923759	-0.2347766909	-0.2711136203	-0.0087838583	0.0339644061	-0.1472544306	-0.0148728405	0.0219701194	-0.2488067678	-0.0461475793	-0.0180007086	-0.2120427856	0.0949347273	0.0541274456	-0.0553359184	0.0008136529	-0.2507302994	0.063080731	-0.0674542747	-0.1289999139	-0.0586099215	-0.020693803479844	0.0501418783073006	0.0025142079601841	0.0004282335024624	-0.1740466333851316	-0.1712451836695977	0.0302922305926984	0.0293249129300342	0.369415278624345	-0.0782240163109548	0.0061189967278165	0.1364676480811024	0.0030257833749739	0.0055804852323201	9.155365032268443e-06	3.1141815428142725e-05	-0.0005651850313341	-0.0002382251612832	5.675122746845429e-08	3.194341196441276e-07	-0.0007821464802398	0.0004247736491077	6.117531165515079e-07	1.804326529763563e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1712.775331173956	-4.547096224926236	20.676084078738423	2933599.3350780546	1939.172514964916	-13.966163691768088	3760390.042795357	195.05372826526124	1780.221763567573	3.881496609722035	15.066015931283651	3169189.5274796397	1827.5035426180127	1167.225753333947	1.783866	29.649097	0.8346248612548467	0.4710526354959183	0.1734290943	0.0693260007	-0.0716440317	-0.0986375177	0.1436662724	-0.0446672925	0.239758258	-0.0813842202	-0.0440125368	-0.0639660633	0.0463320603	-0.0805039093	0.174448565	-0.0861007375	0.0683126093	-0.0225166306	-0.0812874672	-0.0787716871	-0.0157346404	0.0300167091	0.0158566239	0.1044123032	0.0469385244	-0.0423084715	0.0472217404	-0.131117553	-0.0162449357	-0.05794274	-0.0158845015	-0.0895078325	0.1585523737	-0.0706757046	-0.1611057575	-0.0055413046	-0.1728670568	0.0402745099	-0.1259916591	-0.0344192358	0.0908083032	-0.1357589109	0.0236700819	0.1773299645	0.0708097747	0.1276366102	-0.0052556643	0.0270747407	-0.118274796	0.0058760025	0.0706927913	0.021205683	0.0034602744	0.053209549	0.4081017137	-0.0360020773	-0.0289528631	0.0121698892	0.016136823	0.0086110477	0.0569254345	0.0601105761	-0.0731227308	-0.1282045865	-0.0462651033	0.0041938367518667	0.0248876402317107	0.000619394636303	1.7588266701307833e-05	-0.0207238593200287	0.1533227740651029	0.0004294783451163	0.0235078730470185	-0.0717850266903781	-0.4412003053147231	0.1946577094098048	0.0051530900569382	-0.0007610795508772	-0.0037868629258511	5.792420827634404e-07	1.4340330819185554e-05	-0.0002987980891047	0.0002663869422294	7.096200299032968e-08	8.928029805262024e-08	-0.0005311135154541	0.0002510329647857	2.8208156629801257e-07	6.30175494090985e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1712.3082906070597	-0.4670405668962303	0.2181268911267521	2931999.682081671	1955.7680820041232	16.595567039207253	3825028.790586087	275.4128453528222	1771.0930407691767	-9.128722798396211	83.33357992995876	3136770.5590610085	1822.8278436795088	1205.1637586994743	1.237254	20.564022	0.2673853548193136	0.1427501258969204	0.0892989919	0.1230867164	0.0624956116	-0.0330894588	0.1556966948	0.0649714111	0.0268046913	-0.0235358801	0.019272133	0.058782134	0.1383499821	0.1382134344	0.0771631203	-0.0491045089	0.0362746131	-0.0477239749	0.0188164722	0.083466566	0.0403460933	-0.0380827163	-0.0074359551	-0.0554168187	-0.0841435527	-0.1901189451	0.0949254141	0.0802085593	0.0739248872	0.0456707177	0.0905428654	0.0464456416	0.0508431773	0.0454487782	-0.0656504483	0.0654273561	0.0263731048	-0.0251274682	-0.1640925835	-0.1070006368	0.0050761288	-0.0853290108	-0.1390951445	-0.0125377596	-0.0525941016	-0.0351941061	0.0554342363	0.0328432808	0.0600318293	0.060859385	-0.0165530056	-0.0583546837	-0.0461642107	-0.1320412245	0.0627093878	0.0414287097	-0.041833876	0.0937151429	0.1541775765	-0.0583743256	0.0940364399	0.0570992244	-0.0785907625	-0.1266188352	-0.033413395	0.010990237130855	0.0067964003789883	4.619105811151231e-05	0.0001207853121924	0.1034362439100959	0.1241601032301246	0.0106990565542288	0.0154157312341151	-0.1148931225723117	-0.0431080958819335	0.0018583079305659	0.0132004296144162	8.19851347532178e-05	0.0008430646856304	6.721562320503281e-09	7.107580641571153e-07	-0.0008270011175701	-0.0005282030284654	2.789984392800202e-07	6.839308484621943e-07	-3.5966122984574355e-05	0.0004951473924695	1.2935620025415278e-09	2.451709402693705e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1705.5303686554544	-6.777921951605322	45.94022598205329	2908833.83840601	1943.8848203305845	-11.883261673538756	3778688.194711669	141.21190800179508	1769.8761027864336	-1.2169379827430475	1.480938053842718	3132461.4192144945	1818.778578135889	1147.426350998776	1.215991	20.210623	0.3572889693132283	0.2554088890554346	0.2628058016	0.1026076613	-0.0533694799	0.0788402185	0.2254047883	-0.0671905816	0.0200945821	0.1144693774	-0.0679932936	0.0909137853	0.1559598746	0.0342123321	-0.0458939851	0.0630187814	-0.0319596745	-0.0758147915	-0.0016476816	0.0290658982	-0.0681407613	0.1045592664	-0.1055930914	0.0532285339	-0.0980542597	0.0054424566	0.1441370811	0.1189773805	-0.0059250788	0.0428296121	-0.0889392143	0.0031774641	0.0116416572	-0.0212494573	-0.1095205323	-0.1011141109	0.0457971427	0.1384894927	-0.1380910675	-0.0992612034	-0.0041193729	-0.0966003121	-0.0389237641	0.0018509305	-0.0564283888	-0.0705776251	0.1856486057	0.0589145879	-0.0442209947	-0.0597497934	0.0024634883	-0.0396797602	-0.0078713119	0.0393845813	0.080935056	0.0205140837	0.0177800578	0.068133337	0.0690683216	0.0724665539	-0.0735564763	0.0540487397	-0.0838433825	-0.1242524367	-0.0201956026	0.0262709391684694	0.0152807020376144	0.0002334998547623	0.0006901622447934	0.0627292514831623	-0.0407069924269336	0.0039349589916378	0.0016570592324464	0.1428893781920237	0.2577825007643354	0.0664518177003145	0.0204173744001031	0.0008739842264928	0.0007919990917395	7.638484281582178e-07	6.27262561316323e-07	-0.0009050159006862	-7.801478311610002e-05	6.086306384652124e-09	8.190537804948539e-07	-3.5604516153359426e-05	3.616068312149287e-07	1.2676815705148323e-09	1.307595003813019e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
