global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1729.5672585897678	4.993210711990514	24.93215321433681	2991402.9019857245	2163.082269823229	3.5879609391490703	12.873463700859478	4678924.906023613	1829.6656623982487	2.880162683331946	8.295337082457875	3347676.4361592224	1890.5710323671751	1428.6752714114548	1.36828	16.932581	0.1626272501849819	0.0883342198055078	-0.1159810697	0.0883295148	-0.1472959905	0.0594323262	0.1964194358	0.0438322283	0.0627602978	0.0402435311	-0.0460929848	0.1389045641	-0.0404910282	-0.0689236552	-0.1986747894	0.0183319872	-0.0196040177	0.0284142058	0.0480222326	0.1799474078	0.0914360805	0.0124480989	-0.0615564279	0.1163252252	0.0154547206	-0.0202971013	-0.1671519519	-0.037229349	0.0289199417	0.173132533	0.0055836484	-0.0798110265	0.0068907917	0.0697185327	-0.0817798581	-0.1298057472	0.0694419939	0.1030328979	-0.0724383907	0.1719402978	0.0647434709	-0.0434735673	-0.0571232953	0.0731446316	0.1082140215	-0.0494542466	0.0437369783	-0.1652153051	0.0358928399	0.1450952308	-0.1002319012	0.1324992114	0.0653764604	-0.1738903476	-0.0869885163	-0.0102178356	0.0040484492	0.164355202	-0.1203795269	-0.1658065453	-0.0670119394	-0.1089779958	0.1066904525	0.1556744323	0.0948006283	0.0101290257	-0.0799246852	-0.1275100165	-0.0178535674494497	-0.036465202277327	0.0013297109771263	0.000318749870672	-0.0502690080423491	-0.0161904368114279	0.0025269731695617	0.0002621302441448	-0.020975000988173	0.0755827743998623	0.0004399506664538	0.0057127557859804	0.0009120257519642	0.0001230251037633	1.5135176155970747e-08	8.317909722458644e-07	-0.0005639589261914	-0.0005639944312007	3.18089718425488e-07	3.180496704309569e-07	9.075714381873558e-05	7.571989632163922e-07	5.733502698959793e-13	8.236859154134654e-09	0.0	0.0	0.0	0.0	0.0
1731.3229105793914	1.7556519896236296	3.082313908669409	2997479.0206970954	2169.775247109903	6.692977286673795	44.79594495993131	4707924.62297084	1834.5631820015285	4.897519603279761	23.98569826450955	3365622.0687555736	1894.2032352882093	1467.993962719281	1.218335	15.077003	0.1529218494298561	0.0856107827709336	-0.0594212693	-0.0766090171	-0.0411796409	0.0121836817	0.1251715533	0.0480010269	0.1114149597	-0.0448549104	-0.0834800898	-0.0623951262	0.0478698382	-0.0743169117	-0.0909366778	0.0535175062	0.0736670805	-0.0322925913	-0.0140615396	0.0458443807	0.0787561461	0.0418583245	0.0461123528	0.1205937809	0.1815487215	0.2052978353	0.0179429914	-0.049666372	0.1335128376	0.1013321862	-0.0775846594	-0.0502472519	-0.001532585	0.013266338	-0.0034025378	0.0875833049	-0.0257220543	0.0608866108	-0.1433857186	-0.0433458835	-0.0870830264	-0.0879812824	-0.0371010368	0.0990837829	-0.047128538	0.0643182166	0.1036616819	0.0099720884	0.0846875877	-0.1284315308	-0.0642346896	0.2090529971	-0.0149592738	-0.043445892	0.0609403956	0.0923882258	-0.0655319221	0.1720502526	0.1547038425	0.0190628644	-0.071072655	-0.0744075426	0.1258948651	0.0025607453	0.0924741833	0.0033794295	-0.0876327994	-0.1289225186	-0.0345638816058908	-0.0167103141564411	0.0002792345992069	0.001194661911666	0.0219303663639749	0.072199374406324	0.0004809409688581	0.0052127496646645	-0.0654139218414258	-0.0444389208532528	0.0042789811706761	0.0019748176866016	0.0008050673916346	-0.0001069583603296	1.1440090844396556e-08	6.481335050733384e-07	-0.0004728853923976	9.107353379379996e-05	8.294388557690424e-09	2.2362059434303214e-07	0.0002841900499721	0.0001934329061533	3.741628918293629e-08	8.07639845031447e-08	0.0	0.0	0.0	0.0	0.0
1733.2135325684146	1.8906219890232023	3.57445150537805	3004029.149478283	2178.968111605257	9.192864495354115	84.50875762994227	4747902.03139258	1835.001689460707	0.4385074591784814	0.1922887917551675	3367231.2003236488	1897.027124074944	1475.1884003304565	0.987276	12.217621	0.1084999686309387	0.0611964349489035	0.0153676157	-0.1274770789	0.0031931337	-0.0681810215	-0.0531842324	0.0768752153	0.0534156709	-0.1066138749	-0.0652707352	-0.0905807706	0.0781331921	0.0111613543	-0.0388024938	0.0231319969	0.0402153834	-0.0456360963	0.0575460964	-0.0061382079	0.061186944	-0.0261821131	0.0197852768	0.1891074032	-0.0787048008	-0.0276209618	0.0968188648	0.0375765986	0.0568807709	0.032608986	-0.0167199352	-0.0398236619	0.0181754133	-0.0490628836	0.0395429541	-0.0087168292	0.0462876488	-9.10779e-05	0.0087887418	0.1205039462	-0.0838511326	0.0598129272	0.0139267506	0.0639456179	-0.0902763769	0.0224817432	0.0967847331	-0.0962236926	0.0892890727	-0.1327690512	-0.0480388502	0.1828030894	-0.0161584499	-0.0811856126	0.0235468323	-0.106886879	-0.0321398702	0.074122381	0.1220954802	0.0030504789	0.0811662092	0.0740168164	0.175715854	-0.100211247	0.090084361	-0.0033794295	-0.0948006283	-0.1289225186	-0.0152134451194285	0.0193504364864623	0.0003744393922166	0.0002314489124018	0.0217492655089444	-0.0001811008550304	0.0004730305501785	3.2797519692777384e-08	-0.1130562315347418	-0.0476423096933159	0.0127817114888371	0.0022697896729138	0.0009670392190954	0.0001619718274607	2.623487289099116e-08	9.35164851268641e-07	-0.0001292075438428	0.0003436778485548	1.1811446358725608e-07	1.6694589385889086e-08	0.0006050628058791	0.0003208727559069	1.0295932548335317e-07	3.661009990582894e-07	0.0	0.0	0.0	0.0	0.0
1730.5296450248218	-2.6838875435928458	7.20325234665284	2994732.8523097355	2182.231594601193	3.2634829959361014	10.650321264764072	4762134.732475666	1833.893075788984	-1.1086136717228785	1.2290242731308818	3363163.8134267805	1896.824457675596	1471.647973159264	0.935127	11.572271	0.1079026995059344	0.0780925272213082	0.0335816149	-0.0674886055	-0.0722917712	-0.143745613	-0.1266363485	-0.0006175181	-0.0670743058	-0.0124194689	-0.1167372079	-0.0381191043	0.0640013525	0.1203838459	0.0252776969	-0.0200408011	0.0555396366	-0.1030584958	0.007474729	0.1427759691	0.1303269721	0.0930288364	-0.084834012	-0.0535868351	-0.0202922151	0.0064570046	0.0742829824	0.0757058426	-0.0638959776	-0.0557208239	0.0667561483	-0.1440721831	-0.097933631	0.1519249018	-0.0046142347	0.0362104441	0.1128729782	0.0920156186	-0.0818973998	0.0191427123	0.005169943	0.0917325522	-0.0810166088	0.0695075437	-0.063746104	0.1199280023	0.0642033361	0.0301646801	0.0719501508	-0.0953192762	-0.0349970532	0.1589084842	0.0668170968	-0.0572761443	0.0667479217	-0.0323433906	0.090954889	0.0113990535	0.0493948425	0.1436067482	-0.025571654	0.0757127063	0.0950075264	-0.1241730594	0.0876327994	-0.0101290257	-0.1013839798	-0.1275100165	-0.0213322042799575	-0.0061187591605289	3.743921366455753e-05	0.0004550629394418	0.0046512733623558	-0.0170979921465886	2.163434389136063e-05	0.0002923413354448	-0.037127186944815	0.0759290445899268	0.0013784280104352	0.005765219812339	0.0009670927220086	5.350291319998392e-08	2.8625617208850138e-15	9.352683329620032e-07	-0.0003042074775887	-0.0001749999337459	3.0624976811069394e-08	9.254218942087943e-08	0.0006051474413978	8.463551870007813e-08	7.163171025631274e-15	3.6620342583030396e-07	0.0	0.0	0.0	0.0	0.0
1729.8235313505384	-0.7061136742834151	0.4985965210100248	2992289.449614047	2163.5793073499526	-18.652287251240523	347.90781970278977	4681075.419192901	1829.0858430092376	-4.807232779746528	23.109486998669528	3345555.021096813	1889.8517921544328	1449.0617825893069	1.076891	13.326623	0.2004755707684705	0.1287800003409456	0.0100903867	0.0573357969	-0.1444820775	0.0293440909	0.0590634536	-0.0813892777	-0.0262547232	-0.0272509846	-0.0479012765	0.1119410305	-0.0937230248	0.0193902151	0.0537491227	-0.0336428269	0.0459282239	-0.0170942538	0.1222686576	0.0598667146	-0.066633613	-0.0322260117	-0.0266824445	-0.1489501783	-0.0010976592	-0.0348535725	-0.1215750084	-0.038963055	-0.0922453314	-0.0502492622	-0.0083973472	-0.0990357662	-0.0034310147	0.0137181388	-0.045628878	0.0392661667	0.0871374103	-0.0869187779	-0.0226150292	-0.0425814564	0.1165996296	-0.013275181	0.0022517082	0.0690569933	-0.0338445409	0.0393944477	-0.016367729	-0.0417384769	0.0425565259	0.0124488188	-0.025354952	0.0744265391	0.1246024284	-0.0237296493	0.0886298288	-0.0563627426	-0.0875944726	0.0895712502	-0.1093696799	0.0795014369	-0.0670758067	-0.037808049	-0.0916387392	0.0521822077	0.0851211787	-0.016850859	-0.1073422654	-0.124700488	-0.0075728487574622	0.0137593555224952	0.0001893198643944	5.7348038303396784e-05	-0.1181465004243023	-0.1227977737866581	0.0139585955625096	0.0150792932469592	-0.0208803896151579	0.016246797329657	0.0004359906704807	0.0002639584234709	0.0009669577267302	-1.3499527840000157e-07	1.8223725190293933e-14	9.35007245283236e-07	-0.000473087013213	-0.0001688795356243	2.8520297552679213e-08	2.2381132207079726e-07	-0.0001792709102927	-0.0007844183516905	6.15312150468841e-07	3.2138059277173296e-08	0.0	0.0	0.0	0.0	0.0
1729.1691208911814	-0.6544104593569955	0.4282530493158338	2990025.848643581	2166.9367347923485	3.357427442395874	11.2723190309529	4695614.812592525	1830.0906220430168	1.0047790337791866	1.009580906722236	3349231.684889796	1890.309566707048	1460.3630596725743	1.031581	12.765907	0.0969815553014765	0.0609981425129476	-0.0105530352	-0.03947873	-0.0611136043	0.1105002509	0.1235560419	-0.0468721531	-0.0767111957	-0.1021030944	-0.060668234	0.0140139524	-0.0055573842	-0.0991690536	0.0285626187	0.0296526675	0.1311593718	0.0408229589	0.1520402023	-0.0497586271	-0.0200287047	0.0398727751	-0.0170272175	-0.0615927412	0.1165174193	0.1230384318	-0.0556039316	-0.0860879562	0.0754852026	-0.0331011875	-0.0971156421	-0.0802745439	0.0129397077	0.0690100798	0.0668816313	0.0436017549	0.0790249118	-0.1427033066	-0.1023522291	-0.1284342854	0.0173662729	-0.1529336266	0.0070938866	0.0358276492	-0.058299376	0.085008156	0.0002401836	0.0479784224	0.0353155505	-0.0664478353	0.0204904101	0.0052784129	0.0701290543	-0.0756860163	0.0273901559	0.0330144285	-0.1802504142	0.0709380654	0.0325454569	0.0649422613	-0.0040238087	-0.0686907001	0.1007690336	0.14540486	0.0825512202	-0.0235265052	-0.1126387502	-0.1205247148	-0.0122066488530663	-0.0046338000956041	2.147210332602057e-05	0.000149002276222	-0.0637101112974534	0.0544363891268489	0.0040589782815338	0.0029633204611697	0.0035809998848606	0.0244613895000185	1.2823560175371628e-05	0.0005983595762716	0.00093591971042	-3.1038016310199986e-05	9.633584564722404e-10	8.759457043526566e-07	-0.0006381183419301	-0.0001650313287171	2.7235339458131528e-08	4.071950183076201e-07	-0.0002522010968455	-7.29301865528e-05	5.31881211062621e-09	6.360539325007327e-08	0.0	0.0	0.0	0.0	0.0
1729.4303402842124	0.2612193930310695	0.0682355712955204	2990929.3018955668	2171.558693963128	4.621959170779519	21.3625065763529	4715667.161326846	1831.611966340438	1.5213442974211375	2.3144884712958147	3354802.395241485	1894.0306165349127	1475.40349233755	1.036345	12.824862	0.2328551466640185	0.1344382138363628	0.0171804607	-0.1159412067	0.0090059632	-0.0189122935	-0.064124716	-0.0188555925	0.0573380282	-0.0528717057	-0.0837229921	-0.0416940385	0.1549962813	0.0133884464	0.0451511096	0.0296291923	0.0686952296	0.041056791	0.1559996517	-0.013053059	-0.1144259508	0.0381133297	0.0076004144	-0.0182283942	-0.0414745667	-0.0158242276	0.0634867166	0.0869958396	0.0852563153	-0.0287796752	-0.0692164919	-0.046205024	0.0092819555	-0.0100436121	-0.0224506482	0.0835074386	0.0491227696	-0.1778562566	-0.0185653983	0.0275657432	-0.0990061877	0.0148234308	0.0007010078	0.035618091	-0.0903412406	0.0728797535	0.0500007987	0.0033690658	0.029208712	-0.0715199063	0.0708957808	0.0682250516	-0.058489727	0.074970864	0.0654445141	-0.0467777253	-0.0779268286	0.046485827	0.0481964739	0.0682316841	-0.0215600463	0.0214890038	0.1305666281	-0.001283813	0.0799246852	-0.0301376669	-0.1172407796	-0.1150284477	0.0042291751910283	0.0164358240440946	0.0002701363120084	1.788592279640926e-05	0.0162992353520365	0.0800093466494898	0.000265665073061	0.0064014955512782	-0.1015121264747165	-0.1050931263595771	0.0103047118214188	0.01104456520803	0.000909994895862	-2.5924814557999916e-05	6.720960098666841e-10	8.280907104948923e-07	-0.0002470196741295	0.0003910986678006	1.529581679554041e-07	6.101871940704438e-08	-4.288758698696183e-05	0.0002093135098585	4.381214540930036e-08	1.8393451175642174e-09	0.0	0.0	0.0	0.0	0.0
1728.8542851475945	-0.5760551366179243	0.3318395204238954	2988937.1392732	2170.547623917864	-1.011070045264205	1.0222626364305614	4711276.987695484	1830.89088506284	-0.7210812775979321	0.519958208902266	3352161.4330061893	1894.971422090812	1464.667145997951	1.057699	13.089112	0.0639427136178147	0.0394248986548357	0.0490305468	-0.0510012961	-0.0628941253	-0.1303569865	-0.138459943	-0.0474112326	0.0636762148	0.0544343798	-0.0437697423	-0.0026211957	0.0586531422	0.1498556716	0.0916516262	0.1517530592	-0.0953325338	-0.1452970064	0.0564090055	-0.0178257557	-0.1197923071	-0.1476672397	0.0019366578	-0.0146010175	-0.0244288387	-0.064503438	0.0686853432	0.1502149447	-0.087778639	-0.0478933246	-0.0420187929	-0.0202074585	-0.0427282826	-0.2702530086	-0.139801274	-0.0061190047	0.0397509093	-0.0219165031	-0.0389441144	0.0074627166	-0.0005497521	0.1690355619	-0.0735515909	0.0015826181	-0.0328486732	0.0183167575	-0.0173964089	-0.0859376313	0.0941146118	0.0964936546	0.0487214912	0.0928651497	-0.0206998314	0.0355595141	0.0332790973	-0.1083121971	0.0624724405	-0.0133681804	-0.0355202436	0.1243734549	-0.000237134	0.0135654194	0.0681016245	-0.0126984385	0.0772433738	-0.0366662233	-0.1211199807	-0.1082719048	0.0042563724551456	2.719726411729972e-05	7.396911754661587e-10	1.811670647692218e-05	0.0327373295654211	0.0164380942133846	0.0010717327470749	0.0002702109413681	-0.0683392925341479	0.0331728339405685	0.0046702589040678	0.0011004369116485	0.0008499900695759	-6.000482628610009e-05	3.6005791776250483e-09	7.224831183776432e-07	-0.0004730179773797	-0.0002259983032502	5.107523307196936e-08	2.237460069243824e-07	-4.279895252837647e-05	8.863445858535624e-08	7.856067248719231e-15	1.8317503375262226e-09	0.0	0.0	0.0	0.0	0.0
1728.4016048320398	-0.4526803155547441	0.2049194680907426	2987372.107585971	2168.151950733082	-2.3956731847820265	5.7392500082836575	4700882.881467667	1829.4716059524824	-1.4192791103575928	2.01435319309744	3346966.356986355	1891.4734499001804	1454.4445813471116	1.248871	15.454881	0.1195821993138854	0.0778317486133993	0.023201879	0.0027592787	-0.0735068711	0.1198090797	0.0745788566	-0.0563340498	-0.0915450734	-0.0704660803	-0.039398644	0.0134351075	-0.0565052786	-0.091778587	0.0461600618	0.0199714223	0.040962352	-0.0069366437	0.0379422761	0.0240533433	0.110733871	0.0247716466	-0.0509036183	-0.1172598835	0.0449707253	0.1501000309	-0.0392203994	-0.0902768677	0.0142575365	-0.0551019682	-0.0577479887	-0.0507906045	-0.0170034307	0.0708926474	0.0466414794	-0.055687714	0.058782357	0.0285385263	-0.0080107449	-0.1417566899	0.0159520043	-0.0656753993	-0.1009210033	0.0334417661	-0.0552457597	0.0526187147	-0.0449698791	0.0106702683	0.1649123097	0.1325056149	0.121379423	-0.065224846	0.1151370989	0.1141503234	0.0676726054	0.0216032316	-0.0220607081	0.0147459549	0.0228301038	0.0783887884	-0.0984166166	0.0162107478	0.0396522969	0.0284312384	0.0745091236	-0.0430942802	-0.1242524367	-0.1003291122	0.0042563608446641	-1.1610481499835236e-08	1.3480328065801624e-16	1.811660763998969e-05	-0.0070522382394955	-0.0397895678049166	4.97340641866026e-05	0.001583209706102	-0.0141533015862052	0.0541859909479427	0.00020031594579	0.0029361216150105	0.0003379898534646	-0.0005120002161113	2.6214422129801785e-07	1.1423714104502181e-07	-0.0004730067297387	1.1247641000002029e-08	1.2650942806492663e-16	2.237353663780996e-07	-4.292006778696894e-05	-1.2111525859246616e-07	1.4668905863919948e-14	1.8421322188380086e-09	0.0	0.0	0.0	0.0	0.0
1727.188467658321	-1.2131371737186782	1.4717018022581425	2983180.0028118994	2165.952829721812	-2.199121011269653	4.836133222207664	4691351.660579925	1828.6487799223903	-0.8228260300920738	0.6770426757970823	3343956.3603116465	1889.440460076312	1469.1804418041547	0.8376169999999998	10.365581	0.1345173772973985	0.1055371376711757	0.0340803249	-0.0397958816	-0.0134259247	0.0962143327	0.0615889914	-0.0672828812	0.0069496441	-0.0934520904	0.0060385465	0.021043186	-0.0259063859	-0.0502427462	0.0323494896	0.134322395	-0.044713148	0.1485933113	-0.065922466	0.0629416057	0.0508740194	-0.2083518999	-0.0267298484	-0.0381023656	0.0963574513	0.0017044508	-0.0573527112	-0.0630928168	0.0377317612	-0.0086987825	-0.1006797519	0.0270755412	0.0079427516	0.0065469225	-0.1275928327	-0.1492422337	-0.0798641201	0.0749562659	-0.0086288769	-0.100657364	0.0407248333	-0.093516347	0.0548654774	0.0264309981	-0.1105816733	0.0455325352	0.0303476744	0.0094744839	-0.0011434479	-0.0144148338	0.1221609404	-0.1322974686	0.0185476078	0.0633026924	0.1017064289	-0.0222733799	-0.0564285857	-0.0342775878	0.0296318303	0.0647281748	-0.0561758825	-0.0034719197	-0.033065341	0.0420030606	0.0717238087	-0.0494042187	-0.1266188352	-0.0912870929	0.0043158410405652	5.9480195901099805e-05	3.5378937044332104e-09	1.8626483887426904e-05	-0.1093651542400522	-0.1023129160005567	0.0119607369619504	0.0104679327805369	-0.0387968501939042	-0.0246435486076989	0.0015051955849682	0.00060730448798	0.0003379868274861	-3.025978499997424e-09	9.156545882446661e-18	1.1423509555411873e-07	-0.0006230070071888	-0.00015000027745	2.2500083235106968e-08	3.8813773100634556e-07	-4.28947213507356e-05	2.5346436233338824e-08	6.424418297307112e-16	1.8399571197572526e-09	0.0	0.0	0.0	0.0	0.0
1728.045430009308	0.8569623509868052	0.7343844710088323	2986141.008176054	2168.0949896735115	2.142159951699341	4.588849258664523	4700635.884247384	1828.5644057374564	-0.0843741849339494	0.0071190030832683	3343647.785929977	1891.4954110962428	1474.0864528942302	0.860207	10.645129	0.1392102572737305	0.0933725645485895	0.0495682098	-0.0646153052	0.048281431	0.0686274869	-0.028210461	-0.0346225052	0.0440919325	-0.0716711582	0.0030043366	0.0083942384	0.0582509508	0.0108573346	0.1069564118	-0.0084484453	0.0631559997	0.098765793	0.0578940324	0.0102662312	0.0635395945	-0.0688990993	0.0846227709	-0.0307881922	0.0527444161	0.0088909622	0.0097833201	0.0567665531	0.0290972056	-0.0645725276	-0.1040256024	-0.0117007821	0.0594589265	0.0494862415	-0.0101724931	0.0190611362	-0.0021337557	-0.0415733533	0.0599608202	-0.0456669329	-0.0387037987	-0.0357355201	0.1252595943	-0.0301480162	-0.0612824651	0.0433308557	0.0519939773	-0.0228531115	0.1058065143	0.0134179679	0.0856811222	-0.0432311866	-0.0522325501	-0.0070400218	0.1752107803	0.0139161623	-0.0087845894	-0.0913308001	0.0937923741	-0.2115498948	-0.0439052103	0.0016978759	-0.1513991994	0.0591035993	0.0688893378	-0.0555787436	-0.1282045865	-0.0812449131	0.0042563610106043	-5.9480029960899856e-05	3.5378739641495447e-09	1.8116609052592452e-05	-0.0456472150071221	0.0637179392329301	0.0020836682379064	0.0040599757800913	-0.1067282557115021	-0.0679314055175979	0.0113909205672197	0.0046146758555963	0.0003379898534646	3.025978499997424e-09	9.156545882446661e-18	1.1423714104502181e-07	-0.0004730067297387	0.00015000027745	2.2500083235106968e-08	2.237353663780996e-07	-4.292006778696894e-05	-2.5346436233338824e-08	6.424418297307112e-16	1.8421322188380086e-09	0.0	0.0	0.0	0.0	0.0
1730.3652772654043	2.319847256096409	5.381691291618039	2994163.99276578	2177.234070649018	9.139080975506658	83.52280107686774	4740348.198394894	1832.8657286270804	4.301322889624089	18.501378600804124	3359396.7791756783	1895.8390643928624	1487.35947856168	0.934067	11.559163	0.1589929446546661	0.0928568911064294	0.0849738906	-0.1018201499	0.1080082059	-0.0220030786	-0.0714580805	0.065496107	0.0501578818	-0.0594474947	0.0606218481	-0.0518298629	0.0626329469	0.0429390543	-0.0581705335	-0.0443864752	-0.1091265145	0.0672578472	0.1467285456	0.0175122136	-0.1515702939	0.0505453702	0.0314960081	-0.1731435197	-0.0558669096	-0.1088513001	0.0813128599	0.0746125822	0.0194322302	0.0751236497	-0.016225567	0.0688969649	0.0351790478	-0.0192361005	-0.0997648016	0.0661457931	0.089766199	-0.1872547992	0.0616865273	-0.0388263106	-0.1016390531	0.0828750182	0.0808765043	0.0006677939	-0.0815926952	-0.0657740378	0.0544055133	-0.0739088692	0.1092748539	-0.02996855	0.0546561918	-0.1332889355	-0.1651485104	0.0207846349	0.0622924699	0.0241560507	0.0528180929	-0.075444095	0.0311259381	-0.2122829416	-0.0141643342	-0.0294436132	-0.0937096763	-0.0815488612	0.0660076536	-0.0616009311	-0.1289999139	-0.0703125971	0.0204910660161772	0.0162347050055729	0.0002635656466179	0.0004198837864793	0.031718023769514	0.077365238776636	0.0010060330318434	0.0059853801709659	-0.1494209065588734	-0.0426926508473713	0.0223266073168755	0.0018226624363755	0.0006129931159027	0.0002750032624381	7.56267943515985e-08	3.7576056014410105e-07	-0.0002940131686743	0.0001789935610644	3.20386949025151e-08	8.644374335390238e-08	-4.290989078775171e-05	1.0176999217225433e-08	1.0357131306740707e-16	1.8412587274167795e-09	0.0	0.0	0.0	0.0	0.0
1732.3830478578648	2.017770592460465	4.071398163798257	3001151.024505305	2168.9821740227776	-8.251896626240523	68.09379793015972	4704483.671228575	1832.505379623508	-0.3603490035725372	0.1298514043757204	3358075.966349097	1895.6429344853268	1473.734658076845	1.151239	14.246687	0.1101723541981235	0.0754480290945384	0.0767070244	0.0410452881	-0.0086753965	-0.0994455302	-0.0324285139	-0.0015795282	0.0176186839	-0.0628489957	-0.0032137478	-0.0518621866	0.0479484025	0.1286325899	-0.03825422	0.0239277456	0.2074958974	0.0769392926	0.1277248476	-0.01681357	-0.1205874307	0.0428865355	0.0636449303	0.0774594167	0.0147865235	0.0760222465	0.0836229909	0.0833176357	-0.0463256576	0.0836646134	-0.0861757668	-0.07532008	-0.0260568446	0.0487272422	0.0689573983	0.0695560478	-0.0526037481	-0.217927544	0.0683589579	0.032091693	-0.0025072736	0.1600422841	-0.0589860972	-0.0513821333	-0.0189100057	0.0629922926	-0.0404610493	0.0227902208	0.2364205772	0.1585245399	0.1257835706	-0.0812470021	-0.1182355492	0.0190706968	0.1253036729	-0.048406458	0.1787637807	-0.1838923144	-0.1129202089	-0.042663242	-0.1488691014	0.1206977979	-0.0158078754	-0.0404723334	0.063080731	-0.0674542747	-0.1289999139	-0.0586099215	0.0205728056647132	8.173964853600002e-05	6.681370142788811e-09	0.000423240332918	0.0317825420246435	6.451825512950038e-05	0.0010101299775482	4.162605244955302e-09	-0.082263190719658	0.0671577158392154	0.0067672325473788	0.0045101587967408	0.000338574311565	-0.0002744188043377	7.530568017413289e-08	1.146325644517137e-07	-0.0005729552006359	-0.0002789420319616	7.78086571948663e-08	3.2827766193572445e-07	0.0002610968820178	0.0003040067728055	9.242011791164633e-08	6.817158179941696e-08	0.0	0.0	0.0	0.0	0.0
1735.9426797922804	3.55963193441562	12.670979508511488	3013496.987524404	2171.5648178925385	2.5826438697608864	6.670049358013487	4715693.758308654	1834.476854502044	1.971474878536128	3.886713196699041	3365305.329703714	1894.787296150304	1465.4284422373432	1.399009	17.31286	0.4117420233976572	0.2256922343199533	0.0550070352	0.1197310154	-0.1099767125	0.0252917014	0.1508459075	0.0315029102	-0.1711131425	-0.1601790618	-0.071088255	-0.1394049099	-0.1205487985	-0.0845996295	-0.0768037211	0.0433985617	0.1422275071	0.0267161511	0.050370859	0.0247768564	0.0135585963	0.0662561837	-0.1672427679	-0.1351087047	0.0788972046	-0.0447787913	0.0602204019	-0.2303810301	-0.0031081157	0.0934924467	-0.0563869789	-0.1622660681	-0.0821416103	0.1475126852	0.085544443	-0.0422053312	0.0378754573	0.039808082	-0.045312704	-0.0244883924	0.1615167737	-0.0832017316	-0.1350154968	-0.0068792197	-0.026165953	0.0591311572	-0.1866483701	0.1197246525	0.0888404199	-0.0326377344	0.0120024628	-0.143378291	0.1507270149	-0.1332878818	-0.1311659494	0.1360088113	-0.0644447378	0.0441003646	-0.1116648641	-0.1278873593	-0.0782955969	-0.109470238	-0.024366941	-0.1415258591	0.0601105761	-0.0731227308	-0.1282045865	-0.0462651033	-0.0159247436956206	-0.0364975493603338	0.00133207110931	0.0002535974617712	-0.0860616476705331	-0.1178441896951766	0.0074066071997669	0.0138872530449127	0.1028548298176588	0.1851180205373168	0.0105791160168195	0.0342686815276544	0.0005497499080607	0.0002111755964956	4.4595132555314693e-08	3.0222496141274805e-07	-0.0010851264036995	-0.0005121712030636	2.6231934124761545e-07	1.1774993120058104e-06	-0.0004612015945195	-0.0007222984765373	5.217150892081045e-07	2.127069107873293e-07	0.0	0.0	0.0	0.0	0.0
